2D/3D B M d delta AcceptanceProbability NumberOfPerturbations
3 50 200 1.1 120 0.196670 100000
3 50 200 1.1 121 0.195220 100000
3 50 200 1.1 122 0.197480 100000
3 50 200 1.1 123 0.192800 100000
3 50 200 1.1 124 0.190720 100000
3 50 200 1.1 125 0.190780 100000
3 50 200 1.1 126 0.187480 100000
3 50 200 1.1 127 0.190330 100000
3 50 200 1.1 128 0.187610 100000
3 50 200 1.1 129 0.185870 100000
3 50 200 1.1 130 0.184430 100000
3 50 200 1.1 131 0.182370 100000
3 50 200 1.1 132 0.180010 100000
3 50 200 1.1 133 0.183100 100000
3 50 200 1.1 134 0.183100 100000
3 50 200 1.1 135 0.177800 100000
3 50 200 1.1 136 0.180500 100000
3 50 200 1.1 137 0.174750 100000
3 50 200 1.1 138 0.178270 100000
3 50 200 1.1 139 0.174470 100000
3 50 200 1.1 140 0.176320 100000
3 50 200 1.1 141 0.173620 100000
3 50 200 1.1 142 0.174390 100000
3 50 200 1.1 143 0.170400 100000
3 50 200 1.1 144 0.168470 100000
3 50 200 1.1 145 0.166620 100000
3 50 200 1.1 146 0.168630 100000
3 50 200 1.1 147 0.166210 100000
3 50 200 1.1 148 0.165890 100000
3 50 200 1.1 149 0.169300 100000
3 50 200 1.1 150 0.160350 100000
3 50 200 1.1 151 0.161570 100000
3 50 200 1.1 152 0.163030 100000
3 50 200 1.1 153 0.164640 100000
3 50 200 1.1 154 0.163470 100000
3 50 200 1.1 155 0.157690 100000
3 50 200 1.1 156 0.162660 100000
3 50 200 1.1 157 0.157660 100000
3 50 200 1.1 158 0.158990 100000
3 50 200 1.1 159 0.158190 100000
3 50 200 1.1 160 0.157230 100000
3 50 200 1.1 161 0.152280 100000
3 50 200 1.1 162 0.155540 100000
3 50 200 1.1 163 0.153250 100000
3 50 200 1.1 164 0.153310 100000
3 50 200 1.1 165 0.153180 100000
3 50 200 1.1 166 0.150540 100000
3 50 200 1.1 167 0.146510 100000
3 50 200 1.1 168 0.150330 100000
3 50 200 1.1 169 0.148020 100000
3 50 200 1.1 170 0.147070 100000
3 50 200 1.1 171 0.150520 100000
3 50 200 1.1 172 0.146900 100000
3 50 200 1.1 173 0.152060 100000
3 50 200 1.1 174 0.146430 100000
3 50 200 1.1 175 0.146750 100000
3 50 200 1.1 176 0.144630 100000
3 50 200 1.1 177 0.143150 100000
3 50 200 1.1 178 0.143210 100000
3 50 200 1.1 179 0.138000 100000
3 50 200 1.1 180 0.143790 100000
3 50 200 1.2 0 1.000000 100000
3 50 200 1.2 1 0.993830 100000
3 50 200 1.2 2 0.974210 100000
3 50 200 1.2 3 0.957830 100000
3 50 200 1.2 4 0.936390 100000
3 50 200 1.2 5 0.920320 100000
3 50 200 1.2 6 0.904150 100000
3 50 200 1.2 7 0.882540 100000
3 50 200 1.2 8 0.865130 100000
3 50 200 1.2 9 0.847670 100000
3 50 200 1.2 10 0.833620 100000
3 50 200 1.2 11 0.818090 100000
3 50 200 1.2 12 0.802210 100000
3 50 200 1.2 13 0.783250 100000
3 50 200 1.2 14 0.773310 100000
3 50 200 1.2 15 0.757440 100000
3 50 200 1.2 16 0.739150 100000
3 50 200 1.2 17 0.725990 100000
3 50 200 1.2 18 0.711420 100000
3 50 200 1.2 19 0.698050 100000
3 50 200 1.2 20 0.683270 100000
3 50 200 1.2 21 0.673410 100000
3 50 200 1.2 22 0.657480 100000
3 50 200 1.2 23 0.645440 100000
3 50 200 1.2 24 0.631980 100000
3 50 200 1.2 25 0.620730 100000
3 50 200 1.2 26 0.609010 100000
3 50 200 1.2 27 0.598380 100000
3 50 200 1.2 28 0.585080 100000
3 50 200 1.2 29 0.578300 100000
3 50 200 1.2 30 0.565290 100000
3 50 200 1.2 31 0.555880 100000
3 50 200 1.2 32 0.543370 100000
3 50 200 1.2 33 0.531320 100000
3 50 200 1.2 34 0.523530 100000
3 50 200 1.2 35 0.517890 100000
3 50 200 1.2 36 0.507030 100000
3 50 200 1.2 37 0.498360 100000
3 50 200 1.2 38 0.490650 100000
3 50 200 1.2 39 0.483130 100000
3 50 200 1.2 40 0.475990 100000
3 50 200 1.2 41 0.466200 100000
3 50 200 1.2 42 0.461300 100000
3 50 200 1.2 43 0.450130 100000
3 50 200 1.2 44 0.443100 100000
3 50 200 1.2 45 0.443020 100000
3 50 200 1.2 46 0.431450 100000
3 50 200 1.2 47 0.425640 100000
3 50 200 1.2 48 0.420030 100000
3 50 200 1.2 49 0.413180 100000
3 50 200 1.2 50 0.406130 100000
3 50 200 1.2 51 0.394740 100000
3 50 200 1.2 52 0.391470 100000
3 50 200 1.2 53 0.388660 100000
3 50 200 1.2 54 0.380110 100000
3 50 200 1.2 55 0.378780 100000
3 50 200 1.2 56 0.370920 100000
3 50 200 1.2 57 0.365890 100000
3 50 200 1.2 58 0.364710 100000
3 50 200 1.2 59 0.358280 100000
3 50 200 1.2 60 0.353710 100000
3 50 200 1.2 61 0.348130 100000
3 50 200 1.2 62 0.344580 100000
3 50 200 1.2 63 0.342830 100000
3 50 200 1.2 64 0.337930 100000
3 50 200 1.2 65 0.330530 100000
3 50 200 1.2 66 0.329290 100000
3 50 200 1.2 67 0.325880 100000
3 50 200 1.2 68 0.322620 100000
3 50 200 1.2 69 0.315480 100000
3 50 200 1.2 70 0.314770 100000
3 50 200 1.2 71 0.312140 100000
3 50 200 1.2 72 0.305590 100000
3 50 200 1.2 73 0.303300 100000
3 50 200 1.2 74 0.296790 100000
3 50 200 1.2 75 0.298910 100000
3 50 200 1.2 76 0.292570 100000
3 50 200 1.2 77 0.294630 100000
3 50 200 1.2 78 0.287080 100000
3 50 200 1.2 79 0.285300 100000
3 50 200 1.2 80 0.288670 100000
3 50 200 1.2 81 0.280490 100000
3 50 200 1.2 82 0.277130 100000
3 50 200 1.2 83 0.274350 100000
3 50 200 1.2 84 0.274590 100000
3 50 200 1.2 85 0.269940 100000
3 50 200 1.2 86 0.264580 100000
3 50 200 1.2 87 0.264170 100000
3 50 200 1.2 88 0.262580 100000
3 50 200 1.2 89 0.256810 100000
3 50 200 1.2 90 0.256390 100000
3 50 200 1.2 91 0.254280 100000
3 50 200 1.2 92 0.252250 100000
3 50 200 1.2 93 0.251050 100000
3 50 200 1.2 94 0.246930 100000
3 50 200 1.2 95 0.245450 100000
3 50 200 1.2 96 0.243140 100000
3 50 200 1.2 97 0.242380 100000
3 50 200 1.2 98 0.239890 100000
3 50 200 1.2 99 0.239380 100000
3 50 200 1.2 100 0.233940 100000
3 50 200 1.2 101 0.231480 100000
3 50 200 1.2 102 0.229390 100000
3 50 200 1.2 103 0.228990 100000
3 50 200 1.2 104 0.223930 100000
3 50 200 1.2 105 0.223940 100000
3 50 200 1.2 106 0.226680 100000
3 50 200 1.2 107 0.223260 100000
3 50 200 1.2 108 0.217140 100000
3 50 200 1.2 109 0.219980 100000
3 50 200 1.2 110 0.216020 100000
3 50 200 1.2 111 0.215930 100000
3 50 200 1.2 112 0.213500 100000
3 50 200 1.2 113 0.214170 100000
3 50 200 1.2 114 0.214170 100000
3 50 200 1.2 115 0.210490 100000
3 50 200 1.2 116 0.211280 100000
3 50 200 1.2 117 0.207020 100000
3 50 200 1.2 118 0.204560 100000
3 50 200 1.2 119 0.205190 100000
3 50 200 1.2 120 0.199790 100000
3 50 200 1.2 121 0.201860 100000
3 50 200 1.2 122 0.198270 100000
3 50 200 1.2 123 0.198800 100000
3 50 200 1.2 124 0.195210 100000
3 50 200 1.2 125 0.194390 100000
3 50 200 1.2 126 0.196750 100000
3 50 200 1.2 127 0.195180 100000
3 50 200 1.2 128 0.191510 100000
3 50 200 1.2 129 0.191690 100000
3 50 200 1.2 130 0.189730 100000
3 50 200 1.2 131 0.187840 100000
3 50 200 1.2 132 0.188700 100000
3 50 200 1.2 133 0.185040 100000
3 50 200 1.2 134 0.185650 100000
3 50 200 1.2 135 0.182780 100000
3 50 200 1.2 136 0.181380 100000
3 50 200 1.2 137 0.180820 100000
3 50 200 1.2 138 0.180340 100000
3 50 200 1.2 139 0.180300 100000
3 50 200 1.2 140 0.176990 100000
3 50 200 1.2 141 0.179150 100000
3 50 200 1.2 142 0.174190 100000
3 50 200 1.2 143 0.172880 100000
3 50 200 1.2 144 0.174300 100000
3 50 200 1.2 145 0.172710 100000
3 50 200 1.2 146 0.171530 100000
3 50 200 1.2 147 0.167150 100000
3 50 200 1.2 148 0.166670 100000
3 50 200 1.2 149 0.166940 100000
3 50 200 1.2 150 0.169410 100000
3 50 200 1.2 151 0.166140 100000
3 50 200 1.2 152 0.166720 100000
3 50 200 1.2 153 0.165130 100000
3 50 200 1.2 154 0.163020 100000
3 50 200 1.2 155 0.159490 100000
3 50 200 1.2 156 0.158600 100000
3 50 200 1.2 157 0.160450 100000
3 50 200 1.2 158 0.159900 100000
3 50 200 1.2 159 0.161530 100000
3 50 200 1.2 160 0.158440 100000
3 50 200 1.2 161 0.157350 100000
3 50 200 1.2 162 0.157450 100000
3 50 200 1.2 163 0.154630 100000
3 50 200 1.2 164 0.155870 100000
3 50 200 1.2 165 0.157440 100000
3 50 200 1.2 166 0.151080 100000
3 50 200 1.2 167 0.152680 100000
3 50 200 1.2 168 0.152480 100000
3 50 200 1.2 169 0.151660 100000
3 50 200 1.2 170 0.152680 100000
3 50 200 1.2 171 0.152140 100000
3 50 200 1.2 172 0.149380 100000
3 50 200 1.2 173 0.148450 100000
3 50 200 1.2 174 0.154110 100000
3 50 200 1.2 175 0.150530 100000
3 50 200 1.2 176 0.148320 100000
3 50 200 1.2 177 0.147380 100000
3 50 200 1.2 178 0.148240 100000
3 50 200 1.2 179 0.146330 100000
3 50 200 1.2 180 0.143680 100000
3 50 200 1.3 0 1.000000 100000
3 50 200 1.3 1 0.994800 100000
3 50 200 1.3 2 0.979850 100000
3 50 200 1.3 3 0.957130 100000
3 50 200 1.3 4 0.937840 100000
3 50 200 1.3 5 0.922560 100000
3 50 200 1.3 6 0.906300 100000
3 50 200 1.3 7 0.882750 100000
3 50 200 1.3 8 0.870870 100000
3 50 200 1.3 9 0.855410 100000
3 50 200 1.3 10 0.838030 100000
3 50 200 1.3 11 0.821720 100000
3 50 200 1.3 12 0.807040 100000
3 50 200 1.3 13 0.790440 100000
3 50 200 1.3 14 0.775440 100000
3 50 200 1.3 15 0.762830 100000
3 50 200 1.3 16 0.749310 100000
3 50 200 1.3 17 0.736730 100000
3 50 200 1.3 18 0.717410 100000
3 50 200 1.3 19 0.704110 100000
3 50 200 1.3 20 0.692130 100000
3 50 200 1.3 21 0.678040 100000
3 50 200 1.3 22 0.670410 100000
3 50 200 1.3 23 0.654240 100000
3 50 200 1.3 24 0.640500 100000
3 50 200 1.3 25 0.627330 100000
3 50 200 1.3 26 0.617440 100000
3 50 200 1.3 27 0.607120 100000
3 50 200 1.3 28 0.597160 100000
3 50 200 1.3 29 0.583990 100000
3 50 200 1.3 30 0.574640 100000
3 50 200 1.3 31 0.564450 100000
3 50 200 1.3 32 0.553490 100000
3 50 200 1.3 33 0.543600 100000
3 50 200 1.3 34 0.535190 100000
3 50 200 1.3 35 0.524750 100000
3 50 200 1.3 36 0.516570 100000
3 50 200 1.3 37 0.505730 100000
3 50 200 1.3 38 0.500350 100000
3 50 200 1.3 39 0.491700 100000
3 50 200 1.3 40 0.481920 100000
3 50 200 1.3 41 0.476420 100000
3 50 200 1.3 42 0.465620 100000
3 50 200 1.3 43 0.461470 100000
3 50 200 1.3 44 0.457090 100000
3 50 200 1.3 45 0.447230 100000
3 50 200 1.3 46 0.441220 100000
3 50 200 1.3 47 0.428530 100000
3 50 200 1.3 48 0.427920 100000
3 50 200 1.3 49 0.423610 100000
3 50 200 1.3 50 0.412490 100000
3 50 200 1.3 51 0.406800 100000
3 50 200 1.3 52 0.404670 100000
3 50 200 1.3 53 0.398600 100000
3 50 200 1.3 54 0.391090 100000
3 50 200 1.3 55 0.387480 100000
3 50 200 1.3 56 0.377980 100000
3 50 200 1.3 57 0.373620 100000
3 50 200 1.3 58 0.369280 100000
3 50 200 1.3 59 0.370610 100000
3 50 200 1.3 60 0.357540 100000
3 50 200 1.3 61 0.361230 100000
3 50 200 1.3 62 0.354220 100000
3 50 200 1.3 63 0.351990 100000
3 50 200 1.3 64 0.342240 100000
3 50 200 1.3 65 0.339730 100000
3 50 200 1.3 66 0.334400 100000
3 50 200 1.3 67 0.334350 100000
3 50 200 1.3 68 0.328870 100000
3 50 200 1.3 69 0.328870 100000
3 50 200 1.3 70 0.321820 100000
3 50 200 1.3 71 0.319590 100000
3 50 200 1.3 72 0.315910 100000
3 50 200 1.3 73 0.312090 100000
3 50 200 1.3 74 0.310620 100000
3 50 200 1.3 75 0.306930 100000
3 50 200 1.3 76 0.300650 100000
3 50 200 1.3 77 0.298880 100000
3 50 200 1.3 78 0.296590 100000
3 50 200 1.3 79 0.290250 100000
3 50 200 1.3 80 0.289110 100000
3 50 200 1.3 81 0.288120 100000
3 50 200 1.3 82 0.282880 100000
3 50 200 1.3 83 0.279940 100000
3 50 200 1.3 84 0.276220 100000
3 50 200 1.3 85 0.275150 100000
3 50 200 1.3 86 0.272170 100000
3 50 200 1.3 87 0.270930 100000
3 50 200 1.3 88 0.270720 100000
3 50 200 1.3 89 0.263400 100000
3 50 200 1.3 90 0.261610 100000
3 50 200 1.3 91 0.260650 100000
3 50 200 1.3 92 0.256700 100000
3 50 200 1.3 93 0.254990 100000
3 50 200 1.3 94 0.251350 100000
3 50 200 1.3 95 0.249170 100000
3 50 200 1.3 96 0.251400 100000
3 50 200 1.3 97 0.244920 100000
3 50 200 1.3 98 0.244170 100000
3 50 200 1.3 99 0.243620 100000
3 50 200 1.3 100 0.243580 100000
3 50 200 1.3 101 0.237570 100000
3 50 200 1.3 102 0.234830 100000
3 50 200 1.3 103 0.236700 100000
3 50 200 1.3 104 0.232890 100000
3 50 200 1.3 105 0.231010 100000
3 50 200 1.3 106 0.228780 100000
3 50 200 1.3 107 0.229460 100000
3 50 200 1.3 108 0.230210 100000
3 50 200 1.3 109 0.220370 100000
3 50 200 1.3 110 0.220870 100000
3 50 200 1.3 111 0.221570 100000
3 50 200 1.3 112 0.217010 100000
3 50 200 1.3 113 0.216190 100000
3 50 200 1.3 114 0.213930 100000
3 50 200 1.3 115 0.213200 100000
3 50 200 1.3 116 0.213380 100000
3 50 200 1.3 117 0.210200 100000
3 50 200 1.3 118 0.210470 100000
3 50 200 1.3 119 0.207270 100000
3 50 200 1.3 120 0.204970 100000
3 50 200 1.3 121 0.204580 100000
3 50 200 1.3 122 0.202960 100000
3 50 200 1.3 123 0.200660 100000
3 50 200 1.3 124 0.200090 100000
3 50 200 1.3 125 0.205190 100000
3 50 200 1.3 126 0.197720 100000
3 50 200 1.3 127 0.200580 100000
3 50 200 1.3 128 0.194490 100000
3 50 200 1.3 129 0.192240 100000
3 50 200 1.3 130 0.194630 100000
3 50 200 1.3 131 0.192880 100000
3 50 200 1.3 132 0.192830 100000
3 50 200 1.3 133 0.190890 100000
3 50 200 1.3 134 0.189210 100000
3 50 200 1.3 135 0.185420 100000
3 50 200 1.3 136 0.185050 100000
3 50 200 1.3 137 0.187590 100000
3 50 200 1.3 138 0.183230 100000
3 50 200 1.3 139 0.183640 100000
3 50 200 1.3 140 0.180570 100000
3 50 200 1.3 141 0.181350 100000
3 50 200 1.3 142 0.179640 100000
3 50 200 1.3 143 0.179640 100000
3 50 200 1.3 144 0.177900 100000
3 50 200 1.3 145 0.174340 100000
3 50 200 1.3 146 0.173430 100000
3 50 200 1.3 147 0.174440 100000
3 50 200 1.3 148 0.171670 100000
3 50 200 1.3 149 0.173740 100000
3 50 200 1.3 150 0.169730 100000
3 50 200 1.3 151 0.170650 100000
3 50 200 1.3 152 0.169080 100000
3 50 200 1.3 153 0.168830 100000
3 50 200 1.3 154 0.167980 100000
3 50 200 1.3 155 0.167290 100000
3 50 200 1.3 156 0.166600 100000
3 50 200 1.3 157 0.166500 100000
3 50 200 1.3 158 0.164280 100000
3 50 200 1.3 159 0.165100 100000
3 50 200 1.3 160 0.163370 100000
3 50 200 1.3 161 0.158880 100000
3 50 200 1.3 162 0.163160 100000
3 50 200 1.3 163 0.161710 100000
3 50 200 1.3 164 0.158360 100000
3 50 200 1.3 165 0.158800 100000
3 50 200 1.3 166 0.157280 100000
3 50 200 1.3 167 0.157990 100000
3 50 200 1.3 168 0.156370 100000
3 50 200 1.3 169 0.154960 100000
3 50 200 1.3 170 0.154110 100000
3 50 200 1.3 171 0.157310 100000
3 50 200 1.3 172 0.155620 100000
3 50 200 1.3 173 0.150550 100000
3 50 200 1.3 174 0.153940 100000
3 50 200 1.3 175 0.149830 100000
3 50 200 1.3 176 0.152450 100000
3 50 200 1.3 177 0.148070 100000
3 50 200 1.3 178 0.148920 100000
3 50 200 1.3 179 0.149100 100000
3 50 200 1.3 180 0.149290 100000
3 50 200 1.4 0 1.000000 100000
3 50 200 1.4 1 0.994550 100000
3 50 200 1.4 2 0.980410 100000
3 50 200 1.4 3 0.958990 100000
3 50 200 1.4 4 0.942570 100000
3 50 200 1.4 5 0.926860 100000
3 50 200 1.4 6 0.904160 100000
3 50 200 1.4 7 0.891430 100000
3 50 200 1.4 8 0.877040 100000
3 50 200 1.4 9 0.857280 100000
3 50 200 1.4 10 0.841540 100000
3 50 200 1.4 11 0.827260 100000
3 50 200 1.4 12 0.813740 100000
3 50 200 1.4 13 0.796050 100000
3 50 200 1.4 14 0.781270 100000
3 50 200 1.4 15 0.768150 100000
3 50 200 1.4 16 0.756640 100000
3 50 200 1.4 17 0.739390 100000
3 50 200 1.4 18 0.728330 100000
3 50 200 1.4 19 0.711890 100000
3 50 200 1.4 20 0.698860 100000
3 50 200 1.4 21 0.691530 100000
3 50 200 1.4 22 0.673010 100000
3 50 200 1.4 23 0.663580 100000
3 50 200 1.4 24 0.652810 100000
3 50 200 1.4 25 0.636840 100000
3 50 200 1.4 26 0.626300 100000
3 50 200 1.4 27 0.620190 100000
3 50 200 1.4 28 0.603510 100000
3 50 200 1.4 29 0.593550 100000
3 50 200 1.4 30 0.579120 100000
3 50 200 1.4 31 0.572890 100000
3 50 200 1.4 32 0.561610 100000
3 50 200 1.4 33 0.549100 100000
3 50 200 1.4 34 0.545700 100000
3 50 200 1.4 35 0.534900 100000
3 50 200 1.4 36 0.526890 100000
3 50 200 1.4 37 0.518050 100000
3 50 200 1.4 38 0.504630 100000
3 50 200 1.4 39 0.502320 100000
3 50 200 1.4 40 0.490580 100000
3 50 200 1.4 41 0.483290 100000
3 50 200 1.4 42 0.480360 100000
3 50 200 1.4 43 0.471620 100000
3 50 200 1.4 44 0.464110 100000
3 50 200 1.4 45 0.457070 100000
3 50 200 1.4 46 0.446160 100000
3 50 200 1.4 47 0.443200 100000
3 50 200 1.4 48 0.432880 100000
3 50 200 1.4 49 0.428600 100000
3 50 200 1.4 50 0.424790 100000
3 50 200 1.4 51 0.414890 100000
3 50 200 1.4 52 0.411760 100000
3 50 200 1.4 53 0.406350 100000
3 50 200 1.4 54 0.397150 100000
3 50 200 1.4 55 0.394410 100000
3 50 200 1.4 56 0.388400 100000
3 50 200 1.4 57 0.382770 100000
3 50 200 1.4 58 0.376620 100000
3 50 200 1.4 59 0.374400 100000
3 50 200 1.4 60 0.369400 100000
3 50 200 1.4 61 0.365130 100000
3 50 200 1.4 62 0.360550 100000
3 50 200 1.4 63 0.353790 100000
3 50 200 1.4 64 0.350730 100000
3 50 200 1.4 65 0.347870 100000
3 50 200 1.4 66 0.342630 100000
3 50 200 1.4 67 0.337710 100000
3 50 200 1.4 68 0.337970 100000
3 50 200 1.4 69 0.331120 100000
3 50 200 1.4 70 0.328240 100000
3 50 200 1.4 71 0.327040 100000
3 50 200 1.4 72 0.323420 100000
3 50 200 1.4 73 0.320950 100000
3 50 200 1.4 74 0.316710 100000
3 50 200 1.4 75 0.313510 100000
3 50 200 1.4 76 0.311060 100000
3 50 200 1.4 77 0.300030 100000
3 50 200 1.4 78 0.297680 100000
3 50 200 1.4 79 0.297100 100000
3 50 200 1.4 80 0.293490 100000
3 50 200 1.4 81 0.291730 100000
3 50 200 1.4 82 0.286570 100000
3 50 200 1.4 83 0.285050 100000
3 50 200 1.4 84 0.282970 100000
3 50 200 1.4 85 0.280270 100000
3 50 200 1.4 86 0.274390 100000
3 50 200 1.4 87 0.276720 100000
3 50 200 1.4 88 0.274450 100000
3 50 200 1.4 89 0.269350 100000
3 50 200 1.4 90 0.269240 100000
3 50 200 1.4 91 0.264880 100000
3 50 200 1.4 92 0.265220 100000
3 50 200 1.4 93 0.264420 100000
3 50 200 1.4 94 0.258070 100000
3 50 200 1.4 95 0.258030 100000
3 50 200 1.4 96 0.254630 100000
3 50 200 1.4 97 0.253570 100000
3 50 200 1.4 98 0.248340 100000
3 50 200 1.4 99 0.245080 100000
3 50 200 1.4 100 0.248740 100000
3 50 200 1.4 101 0.243100 100000
3 50 200 1.4 102 0.244170 100000
3 50 200 1.4 103 0.238540 100000
3 50 200 1.4 104 0.239800 100000
3 50 200 1.4 105 0.237260 100000
3 50 200 1.4 106 0.236600 100000
3 50 200 1.4 107 0.234430 100000
3 50 200 1.4 108 0.227320 100000
3 50 200 1.4 109 0.227620 100000
3 50 200 1.4 110 0.227270 100000
3 50 200 1.4 111 0.225400 100000
3 50 200 1.4 112 0.226900 100000
3 50 200 1.4 113 0.221530 100000
3 50 200 1.4 114 0.221090 100000
3 50 200 1.4 115 0.219890 100000
3 50 200 1.4 116 0.214030 100000
3 50 200 1.4 117 0.214470 100000
3 50 200 1.4 118 0.216400 100000
3 50 200 1.4 119 0.212920 100000
3 50 200 1.4 120 0.213790 100000
3 50 200 1.4 121 0.207490 100000
3 50 200 1.4 122 0.205350 100000
3 50 200 1.4 123 0.203940 100000
3 50 200 1.4 124 0.207180 100000
3 50 200 1.4 125 0.200370 100000
3 50 200 1.4 126 0.200100 100000
3 50 200 1.4 127 0.201660 100000
3 50 200 1.4 128 0.198130 100000
3 50 200 1.4 129 0.201170 100000
3 50 200 1.4 130 0.196630 100000
3 50 200 1.4 131 0.197180 100000
3 50 200 1.4 132 0.196520 100000
3 50 200 1.4 133 0.191730 100000
3 50 200 1.4 134 0.194100 100000
3 50 200 1.4 135 0.190780 100000
3 50 200 1.4 136 0.187920 100000
3 50 200 1.4 137 0.190520 100000
3 50 200 1.4 138 0.188140 100000
3 50 200 1.4 139 0.187460 100000
3 50 200 1.4 140 0.186800 100000
3 50 200 1.4 141 0.183820 100000
3 50 200 1.4 142 0.182650 100000
3 50 200 1.4 143 0.184080 100000
3 50 200 1.4 144 0.181200 100000
3 50 200 1.4 145 0.180980 100000
3 50 200 1.4 146 0.175390 100000
3 50 200 1.4 147 0.175930 100000
3 50 200 1.4 148 0.178860 100000
3 50 200 1.4 149 0.175580 100000
3 50 200 1.4 150 0.173580 100000
3 50 200 1.4 151 0.176310 100000
3 50 200 1.4 152 0.175770 100000
3 50 200 1.4 153 0.172850 100000
3 50 200 1.4 154 0.171730 100000
3 50 200 1.4 155 0.173520 100000
3 50 200 1.4 156 0.167640 100000
3 50 200 1.4 157 0.167930 100000
3 50 200 1.4 158 0.169420 100000
3 50 200 1.4 159 0.169340 100000
3 50 200 1.4 160 0.168390 100000
3 50 200 1.4 161 0.163910 100000
3 50 200 1.4 162 0.165550 100000
3 50 200 1.4 163 0.162650 100000
3 50 200 1.4 164 0.162290 100000
3 50 200 1.4 165 0.161240 100000
3 50 200 1.4 166 0.159590 100000
3 50 200 1.4 167 0.163350 100000
3 50 200 1.4 168 0.160300 100000
3 50 200 1.4 169 0.157790 100000
3 50 200 1.4 170 0.157420 100000
3 50 200 1.4 171 0.157840 100000
3 50 200 1.4 172 0.158730 100000
3 50 200 1.4 173 0.155300 100000
3 50 200 1.4 174 0.155540 100000
3 50 200 1.4 175 0.153220 100000
3 50 200 1.4 176 0.153690 100000
3 50 200 1.4 177 0.148630 100000
3 50 200 1.4 178 0.150630 100000
3 50 200 1.4 179 0.149930 100000
3 50 200 1.4 180 0.150850 100000
3 50 200 1.5 0 1.000000 100000
3 50 200 1.5 1 0.995400 100000
3 50 200 1.5 2 0.980170 100000
3 50 200 1.5 3 0.960180 100000
3 50 200 1.5 4 0.944360 100000
3 50 200 1.5 5 0.927140 100000
3 50 200 1.5 6 0.911880 100000
3 50 200 1.5 7 0.893180 100000
3 50 200 1.5 8 0.878670 100000
3 50 200 1.5 9 0.858900 100000
3 50 200 1.5 10 0.846770 100000
3 50 200 1.5 11 0.831170 100000
3 50 200 1.5 12 0.818390 100000
3 50 200 1.5 13 0.802470 100000
3 50 200 1.5 14 0.789630 100000
3 50 200 1.5 15 0.775280 100000
3 50 200 1.5 16 0.761290 100000
3 50 200 1.5 17 0.747010 100000
3 50 200 1.5 18 0.731380 100000
3 50 200 1.5 19 0.719820 100000
3 50 200 1.5 20 0.704830 100000
3 50 200 1.5 21 0.691870 100000
3 50 200 1.5 22 0.686310 100000
3 50 200 1.5 23 0.665520 100000
3 50 200 1.5 24 0.656380 100000
3 50 200 1.5 25 0.646360 100000
3 50 200 1.5 26 0.630030 100000
3 50 200 1.5 27 0.622320 100000
3 50 200 1.5 28 0.609080 100000
3 50 200 1.5 29 0.602910 100000
3 50 200 1.5 30 0.589520 100000
3 50 200 1.5 31 0.579630 100000
3 50 200 1.5 32 0.575500 100000
3 50 200 1.5 33 0.558010 100000
3 50 200 1.5 34 0.555230 100000
3 50 200 1.5 35 0.542130 100000
3 50 200 1.5 36 0.534990 100000
3 50 200 1.5 37 0.523990 100000
3 50 200 1.5 38 0.517200 100000
3 50 200 1.5 39 0.509170 100000
3 50 200 1.5 40 0.498520 100000
3 50 200 1.5 41 0.489670 100000
3 50 200 1.5 42 0.479340 100000
3 50 200 1.5 43 0.477360 100000
3 50 200 1.5 44 0.471790 100000
3 50 200 1.5 45 0.464400 100000
3 50 200 1.5 46 0.460050 100000
3 50 200 1.5 47 0.450290 100000
3 50 200 1.5 48 0.438800 100000
3 50 200 1.5 49 0.436740 100000
3 50 200 1.5 50 0.432390 100000
3 50 200 1.5 51 0.424580 100000
3 50 200 1.5 52 0.415500 100000
3 50 200 1.5 53 0.412400 100000
3 50 200 1.5 54 0.406760 100000
3 50 200 1.5 55 0.398520 100000
3 50 200 1.5 56 0.400040 100000
3 50 200 1.5 57 0.390590 100000
3 50 200 1.5 58 0.384330 100000
3 50 200 1.5 59 0.378600 100000
3 50 200 1.5 60 0.376960 100000
3 50 200 1.5 61 0.370680 100000
3 50 200 1.5 62 0.360510 100000
3 50 200 1.5 63 0.366080 100000
3 50 200 1.5 64 0.356520 100000
3 50 200 1.5 65 0.360310 100000
3 50 200 1.5 66 0.349410 100000
3 50 200 1.5 67 0.343860 100000
3 50 200 1.5 68 0.346120 100000
3 50 200 1.5 69 0.337450 100000
3 50 200 1.5 70 0.333310 100000
3 50 200 1.5 71 0.334150 100000
3 50 200 1.5 72 0.327890 100000
3 50 200 1.5 73 0.320610 100000
3 50 200 1.5 74 0.316940 100000
3 50 200 1.5 75 0.317770 100000
3 50 200 1.5 76 0.315630 100000
3 50 200 1.5 77 0.309300 100000
3 50 200 1.5 78 0.307070 100000
3 50 200 1.5 79 0.305510 100000
3 50 200 1.5 80 0.299420 100000
3 50 200 1.5 81 0.295830 100000
3 50 200 1.5 82 0.294710 100000
3 50 200 1.5 83 0.294350 100000
3 50 200 1.5 84 0.286520 100000
3 50 200 1.5 85 0.287840 100000
3 50 200 1.5 86 0.285420 100000
3 50 200 1.5 87 0.282280 100000
3 50 200 1.5 88 0.278460 100000
3 50 200 1.5 89 0.274990 100000
3 50 200 1.5 90 0.277970 100000
3 50 200 1.5 91 0.269880 100000
3 50 200 1.5 92 0.268380 100000
3 50 200 1.5 93 0.265620 100000
