2D/3D B M d delta AcceptanceProbability NumberOfPerturbations
2 50 200 2.1 141 0.134190 100000
2 50 200 2.1 142 0.133750 100000
2 50 200 2.1 143 0.130290 100000
2 50 200 2.1 144 0.129950 100000
2 50 200 2.1 145 0.131340 100000
2 50 200 2.1 146 0.128710 100000
2 50 200 2.1 147 0.130930 100000
2 50 200 2.1 148 0.126040 100000
2 50 200 2.1 149 0.127860 100000
2 50 200 2.1 150 0.124600 100000
2 50 200 2.1 151 0.125320 100000
2 50 200 2.1 152 0.125010 100000
2 50 200 2.1 153 0.122640 100000
2 50 200 2.1 154 0.122040 100000
2 50 200 2.1 155 0.122800 100000
2 50 200 2.1 156 0.122150 100000
2 50 200 2.1 157 0.121570 100000
2 50 200 2.1 158 0.120170 100000
2 50 200 2.1 159 0.117340 100000
2 50 200 2.1 160 0.119040 100000
2 50 200 2.1 161 0.118550 100000
2 50 200 2.1 162 0.115490 100000
2 50 200 2.1 163 0.114940 100000
2 50 200 2.1 164 0.113020 100000
2 50 200 2.1 165 0.115040 100000
2 50 200 2.1 166 0.115410 100000
2 50 200 2.1 167 0.110400 100000
2 50 200 2.1 168 0.108800 100000
2 50 200 2.1 169 0.111860 100000
2 50 200 2.1 170 0.109560 100000
2 50 200 2.1 171 0.109200 100000
2 50 200 2.1 172 0.109330 100000
2 50 200 2.1 173 0.109130 100000
2 50 200 2.1 174 0.109770 100000
2 50 200 2.1 175 0.105340 100000
2 50 200 2.1 176 0.108280 100000
2 50 200 2.1 177 0.104790 100000
2 50 200 2.1 178 0.107170 100000
2 50 200 2.1 179 0.105100 100000
2 50 200 2.1 180 0.105000 100000
2 50 200 2.2 0 1.000000 100000
2 50 200 2.2 1 0.989490 100000
2 50 200 2.2 2 0.971720 100000
2 50 200 2.2 3 0.952090 100000
2 50 200 2.2 4 0.937310 100000
2 50 200 2.2 5 0.919030 100000
2 50 200 2.2 6 0.902990 100000
2 50 200 2.2 7 0.886830 100000
2 50 200 2.2 8 0.870500 100000
2 50 200 2.2 9 0.852340 100000
2 50 200 2.2 10 0.837720 100000
2 50 200 2.2 11 0.821090 100000
2 50 200 2.2 12 0.805480 100000
2 50 200 2.2 13 0.791270 100000
2 50 200 2.2 14 0.773890 100000
2 50 200 2.2 15 0.759990 100000
2 50 200 2.2 16 0.746430 100000
2 50 200 2.2 17 0.731590 100000
2 50 200 2.2 18 0.717700 100000
2 50 200 2.2 19 0.704030 100000
2 50 200 2.2 20 0.685910 100000
2 50 200 2.2 21 0.672370 100000
2 50 200 2.2 22 0.661530 100000
2 50 200 2.2 23 0.646110 100000
2 50 200 2.2 24 0.631760 100000
2 50 200 2.2 25 0.619800 100000
2 50 200 2.2 26 0.608680 100000
2 50 200 2.2 27 0.594510 100000
2 50 200 2.2 28 0.585970 100000
2 50 200 2.2 29 0.570160 100000
2 50 200 2.2 30 0.558860 100000
2 50 200 2.2 31 0.551460 100000
2 50 200 2.2 32 0.537860 100000
2 50 200 2.2 33 0.529640 100000
2 50 200 2.2 34 0.516420 100000
2 50 200 2.2 35 0.505540 100000
2 50 200 2.2 36 0.492790 100000
2 50 200 2.2 37 0.486960 100000
2 50 200 2.2 38 0.473890 100000
2 50 200 2.2 39 0.466160 100000
2 50 200 2.2 40 0.456450 100000
2 50 200 2.2 41 0.452090 100000
2 50 200 2.2 42 0.440450 100000
2 50 200 2.2 43 0.429740 100000
2 50 200 2.2 44 0.424820 100000
2 50 200 2.2 45 0.414950 100000
2 50 200 2.2 46 0.409990 100000
2 50 200 2.2 47 0.400770 100000
2 50 200 2.2 48 0.393880 100000
2 50 200 2.2 49 0.384290 100000
2 50 200 2.2 50 0.377300 100000
2 50 200 2.2 51 0.373430 100000
2 50 200 2.2 52 0.367480 100000
2 50 200 2.2 53 0.361320 100000
2 50 200 2.2 54 0.355240 100000
2 50 200 2.2 55 0.346100 100000
2 50 200 2.2 56 0.342240 100000
2 50 200 2.2 57 0.338190 100000
2 50 200 2.2 58 0.330990 100000
2 50 200 2.2 59 0.324520 100000
2 50 200 2.2 60 0.319870 100000
2 50 200 2.2 61 0.316140 100000
2 50 200 2.2 62 0.311070 100000
2 50 200 2.2 63 0.305170 100000
2 50 200 2.2 64 0.299230 100000
2 50 200 2.2 65 0.295410 100000
2 50 200 2.2 66 0.293910 100000
2 50 200 2.2 67 0.288800 100000
2 50 200 2.2 68 0.283630 100000
2 50 200 2.2 69 0.282350 100000
2 50 200 2.2 70 0.272810 100000
2 50 200 2.2 71 0.268620 100000
2 50 200 2.2 72 0.267310 100000
2 50 200 2.2 73 0.264790 100000
2 50 200 2.2 74 0.259010 100000
2 50 200 2.2 75 0.257970 100000
2 50 200 2.2 76 0.252690 100000
2 50 200 2.2 77 0.250420 100000
2 50 200 2.2 78 0.245910 100000
2 50 200 2.2 79 0.244600 100000
2 50 200 2.2 80 0.241730 100000
2 50 200 2.2 81 0.236950 100000
2 50 200 2.2 82 0.235700 100000
2 50 200 2.2 83 0.232180 100000
2 50 200 2.2 84 0.228520 100000
2 50 200 2.2 85 0.227410 100000
2 50 200 2.2 86 0.223730 100000
2 50 200 2.2 87 0.221900 100000
2 50 200 2.2 88 0.217660 100000
2 50 200 2.2 89 0.216310 100000
2 50 200 2.2 90 0.214510 100000
2 50 200 2.2 91 0.212570 100000
2 50 200 2.2 92 0.210330 100000
2 50 200 2.2 93 0.206570 100000
2 50 200 2.2 94 0.206990 100000
2 50 200 2.2 95 0.201950 100000
2 50 200 2.2 96 0.199870 100000
2 50 200 2.2 97 0.197970 100000
2 50 200 2.2 98 0.195360 100000
2 50 200 2.2 99 0.195560 100000
2 50 200 2.2 100 0.192690 100000
2 50 200 2.2 101 0.190090 100000
2 50 200 2.2 102 0.189310 100000
2 50 200 2.2 103 0.186500 100000
2 50 200 2.2 104 0.186430 100000
2 50 200 2.2 105 0.181620 100000
2 50 200 2.2 106 0.180960 100000
2 50 200 2.2 107 0.179720 100000
2 50 200 2.2 108 0.178280 100000
2 50 200 2.2 109 0.175590 100000
2 50 200 2.2 110 0.176510 100000
2 50 200 2.2 111 0.173890 100000
2 50 200 2.2 112 0.172370 100000
2 50 200 2.2 113 0.171400 100000
2 50 200 2.2 114 0.169770 100000
2 50 200 2.2 115 0.166940 100000
2 50 200 2.2 116 0.165690 100000
2 50 200 2.2 117 0.166190 100000
2 50 200 2.2 118 0.163980 100000
2 50 200 2.2 119 0.160650 100000
2 50 200 2.2 120 0.160980 100000
2 50 200 2.2 121 0.160340 100000
2 50 200 2.2 122 0.158260 100000
2 50 200 2.2 123 0.156480 100000
2 50 200 2.2 124 0.153960 100000
2 50 200 2.2 125 0.155490 100000
2 50 200 2.2 126 0.154200 100000
2 50 200 2.2 127 0.153140 100000
2 50 200 2.2 128 0.148970 100000
2 50 200 2.2 129 0.150270 100000
2 50 200 2.2 130 0.148960 100000
2 50 200 2.2 131 0.147700 100000
2 50 200 2.2 132 0.146610 100000
2 50 200 2.2 133 0.145240 100000
2 50 200 2.2 134 0.143850 100000
2 50 200 2.2 135 0.141900 100000
2 50 200 2.2 136 0.141260 100000
2 50 200 2.2 137 0.141230 100000
2 50 200 2.2 138 0.139370 100000
2 50 200 2.2 139 0.138580 100000
2 50 200 2.2 140 0.137790 100000
2 50 200 2.2 141 0.136720 100000
2 50 200 2.2 142 0.134460 100000
2 50 200 2.2 143 0.134770 100000
2 50 200 2.2 144 0.134920 100000
2 50 200 2.2 145 0.133320 100000
2 50 200 2.2 146 0.133140 100000
2 50 200 2.2 147 0.132100 100000
2 50 200 2.2 148 0.130950 100000
2 50 200 2.2 149 0.131100 100000
2 50 200 2.2 150 0.127970 100000
2 50 200 2.2 151 0.124380 100000
2 50 200 2.2 152 0.127260 100000
2 50 200 2.2 153 0.126390 100000
2 50 200 2.2 154 0.126960 100000
2 50 200 2.2 155 0.124690 100000
2 50 200 2.2 156 0.123670 100000
2 50 200 2.2 157 0.122610 100000
2 50 200 2.2 158 0.122370 100000
2 50 200 2.2 159 0.120310 100000
2 50 200 2.2 160 0.121590 100000
2 50 200 2.2 161 0.121310 100000
2 50 200 2.2 162 0.118200 100000
2 50 200 2.2 163 0.117240 100000
2 50 200 2.2 164 0.117080 100000
2 50 200 2.2 165 0.116050 100000
2 50 200 2.2 166 0.115030 100000
2 50 200 2.2 167 0.113240 100000
2 50 200 2.2 168 0.114830 100000
2 50 200 2.2 169 0.114160 100000
2 50 200 2.2 170 0.114330 100000
2 50 200 2.2 171 0.112030 100000
2 50 200 2.2 172 0.113110 100000
2 50 200 2.2 173 0.111370 100000
2 50 200 2.2 174 0.111770 100000
2 50 200 2.2 175 0.111140 100000
2 50 200 2.2 176 0.108890 100000
2 50 200 2.2 177 0.108790 100000
2 50 200 2.2 178 0.108370 100000
2 50 200 2.2 179 0.106820 100000
2 50 200 2.2 180 0.107240 100000
2 50 200 2.3 0 1.000000 100000
2 50 200 2.3 1 0.990170 100000
2 50 200 2.3 2 0.972760 100000
2 50 200 2.3 3 0.952580 100000
2 50 200 2.3 4 0.937380 100000
2 50 200 2.3 5 0.921370 100000
2 50 200 2.3 6 0.903260 100000
2 50 200 2.3 7 0.889640 100000
2 50 200 2.3 8 0.871860 100000
2 50 200 2.3 9 0.857900 100000
2 50 200 2.3 10 0.841540 100000
2 50 200 2.3 11 0.824630 100000
2 50 200 2.3 12 0.810180 100000
2 50 200 2.3 13 0.796270 100000
2 50 200 2.3 14 0.777810 100000
2 50 200 2.3 15 0.765550 100000
2 50 200 2.3 16 0.750400 100000
2 50 200 2.3 17 0.738400 100000
2 50 200 2.3 18 0.720000 100000
2 50 200 2.3 19 0.709640 100000
2 50 200 2.3 20 0.697480 100000
2 50 200 2.3 21 0.680610 100000
2 50 200 2.3 22 0.663760 100000
2 50 200 2.3 23 0.653230 100000
2 50 200 2.3 24 0.639720 100000
2 50 200 2.3 25 0.628300 100000
2 50 200 2.3 26 0.615780 100000
2 50 200 2.3 27 0.602850 100000
2 50 200 2.3 28 0.591870 100000
2 50 200 2.3 29 0.580370 100000
2 50 200 2.3 30 0.566780 100000
2 50 200 2.3 31 0.558570 100000
2 50 200 2.3 32 0.544360 100000
2 50 200 2.3 33 0.535800 100000
2 50 200 2.3 34 0.523580 100000
2 50 200 2.3 35 0.512600 100000
2 50 200 2.3 36 0.504490 100000
2 50 200 2.3 37 0.494860 100000
2 50 200 2.3 38 0.481580 100000
2 50 200 2.3 39 0.473120 100000
2 50 200 2.3 40 0.468390 100000
2 50 200 2.3 41 0.457790 100000
2 50 200 2.3 42 0.449530 100000
2 50 200 2.3 43 0.442870 100000
2 50 200 2.3 44 0.427160 100000
2 50 200 2.3 45 0.423790 100000
2 50 200 2.3 46 0.418960 100000
2 50 200 2.3 47 0.408960 100000
2 50 200 2.3 48 0.398070 100000
2 50 200 2.3 49 0.394450 100000
2 50 200 2.3 50 0.385550 100000
2 50 200 2.3 51 0.379730 100000
2 50 200 2.3 52 0.375550 100000
2 50 200 2.3 53 0.364220 100000
2 50 200 2.3 54 0.361180 100000
2 50 200 2.3 55 0.355220 100000
2 50 200 2.3 56 0.347600 100000
2 50 200 2.3 57 0.342670 100000
2 50 200 2.3 58 0.337910 100000
2 50 200 2.3 59 0.334480 100000
2 50 200 2.3 60 0.327510 100000
2 50 200 2.3 61 0.318840 100000
2 50 200 2.3 62 0.318370 100000
2 50 200 2.3 63 0.311290 100000
2 50 200 2.3 64 0.305360 100000
2 50 200 2.3 65 0.301720 100000
2 50 200 2.3 66 0.300400 100000
2 50 200 2.3 67 0.294050 100000
2 50 200 2.3 68 0.288870 100000
2 50 200 2.3 69 0.284200 100000
2 50 200 2.3 70 0.282790 100000
2 50 200 2.3 71 0.277460 100000
2 50 200 2.3 72 0.272290 100000
2 50 200 2.3 73 0.269860 100000
2 50 200 2.3 74 0.267580 100000
2 50 200 2.3 75 0.263620 100000
2 50 200 2.3 76 0.258030 100000
2 50 200 2.3 77 0.254530 100000
2 50 200 2.3 78 0.254450 100000
2 50 200 2.3 79 0.250830 100000
2 50 200 2.3 80 0.248360 100000
2 50 200 2.3 81 0.243730 100000
2 50 200 2.3 82 0.238760 100000
2 50 200 2.3 83 0.240880 100000
2 50 200 2.3 84 0.231940 100000
2 50 200 2.3 85 0.233720 100000
2 50 200 2.3 86 0.230380 100000
2 50 200 2.3 87 0.225380 100000
2 50 200 2.3 88 0.228040 100000
2 50 200 2.3 89 0.222000 100000
2 50 200 2.3 90 0.221260 100000
2 50 200 2.3 91 0.216170 100000
2 50 200 2.3 92 0.215630 100000
2 50 200 2.3 93 0.213460 100000
2 50 200 2.3 94 0.212150 100000
2 50 200 2.3 95 0.206940 100000
2 50 200 2.3 96 0.205800 100000
2 50 200 2.3 97 0.201900 100000
2 50 200 2.3 98 0.201000 100000
2 50 200 2.3 99 0.198220 100000
2 50 200 2.3 100 0.196550 100000
2 50 200 2.3 101 0.194890 100000
2 50 200 2.3 102 0.193930 100000
2 50 200 2.3 103 0.192030 100000
2 50 200 2.3 104 0.190290 100000
2 50 200 2.3 105 0.189440 100000
2 50 200 2.3 106 0.185030 100000
2 50 200 2.3 107 0.186670 100000
2 50 200 2.3 108 0.185130 100000
2 50 200 2.3 109 0.181110 100000
2 50 200 2.3 110 0.178420 100000
2 50 200 2.3 111 0.179470 100000
2 50 200 2.3 112 0.176740 100000
2 50 200 2.3 113 0.173860 100000
2 50 200 2.3 114 0.172710 100000
2 50 200 2.3 115 0.171730 100000
2 50 200 2.3 116 0.169750 100000
2 50 200 2.3 117 0.167160 100000
2 50 200 2.3 118 0.168480 100000
2 50 200 2.3 119 0.166180 100000
2 50 200 2.3 120 0.161880 100000
2 50 200 2.3 121 0.162600 100000
2 50 200 2.3 122 0.159760 100000
2 50 200 2.3 123 0.159910 100000
2 50 200 2.3 124 0.157980 100000
2 50 200 2.3 125 0.157780 100000
2 50 200 2.3 126 0.155910 100000
2 50 200 2.3 127 0.155830 100000
2 50 200 2.3 128 0.156810 100000
2 50 200 2.3 129 0.152760 100000
2 50 200 2.3 130 0.152180 100000
2 50 200 2.3 131 0.151740 100000
2 50 200 2.3 132 0.148510 100000
2 50 200 2.3 133 0.149280 100000
2 50 200 2.3 134 0.147570 100000
2 50 200 2.3 135 0.148180 100000
2 50 200 2.3 136 0.145440 100000
2 50 200 2.3 137 0.143420 100000
2 50 200 2.3 138 0.142960 100000
2 50 200 2.3 139 0.141880 100000
2 50 200 2.3 140 0.141180 100000
2 50 200 2.3 141 0.139670 100000
2 50 200 2.3 142 0.137790 100000
2 50 200 2.3 143 0.137390 100000
2 50 200 2.3 144 0.138100 100000
2 50 200 2.3 145 0.135010 100000
2 50 200 2.3 146 0.134390 100000
2 50 200 2.3 147 0.133440 100000
2 50 200 2.3 148 0.134480 100000
2 50 200 2.3 149 0.132090 100000
2 50 200 2.3 150 0.132390 100000
2 50 200 2.3 151 0.131370 100000
2 50 200 2.3 152 0.129290 100000
2 50 200 2.3 153 0.127280 100000
2 50 200 2.3 154 0.128890 100000
2 50 200 2.3 155 0.126630 100000
2 50 200 2.3 156 0.125340 100000
2 50 200 2.3 157 0.127630 100000
2 50 200 2.3 158 0.125210 100000
2 50 200 2.3 159 0.124260 100000
2 50 200 2.3 160 0.122250 100000
2 50 200 2.3 161 0.121840 100000
2 50 200 2.3 162 0.123210 100000
2 50 200 2.3 163 0.121580 100000
2 50 200 2.3 164 0.118740 100000
2 50 200 2.3 165 0.120520 100000
2 50 200 2.3 166 0.117840 100000
2 50 200 2.3 167 0.118060 100000
2 50 200 2.3 168 0.117950 100000
2 50 200 2.3 169 0.116630 100000
2 50 200 2.3 170 0.114740 100000
2 50 200 2.3 171 0.115470 100000
2 50 200 2.3 172 0.113430 100000
2 50 200 2.3 173 0.113920 100000
2 50 200 2.3 174 0.112010 100000
2 50 200 2.3 175 0.112980 100000
2 50 200 2.3 176 0.113760 100000
2 50 200 2.3 177 0.111580 100000
2 50 200 2.3 178 0.109570 100000
2 50 200 2.3 179 0.109710 100000
2 50 200 2.3 180 0.109230 100000
2 50 200 2.4 0 1.000000 100000
2 50 200 2.4 1 0.990060 100000
2 50 200 2.4 2 0.972480 100000
2 50 200 2.4 3 0.956120 100000
2 50 200 2.4 4 0.938040 100000
2 50 200 2.4 5 0.924570 100000
2 50 200 2.4 6 0.906330 100000
2 50 200 2.4 7 0.891000 100000
2 50 200 2.4 8 0.875420 100000
2 50 200 2.4 9 0.860320 100000
2 50 200 2.4 10 0.843120 100000
2 50 200 2.4 11 0.829940 100000
2 50 200 2.4 12 0.815440 100000
2 50 200 2.4 13 0.799600 100000
2 50 200 2.4 14 0.787340 100000
2 50 200 2.4 15 0.769030 100000
2 50 200 2.4 16 0.754650 100000
2 50 200 2.4 17 0.739440 100000
2 50 200 2.4 18 0.725340 100000
2 50 200 2.4 19 0.714170 100000
2 50 200 2.4 20 0.698790 100000
2 50 200 2.4 21 0.686680 100000
2 50 200 2.4 22 0.674370 100000
2 50 200 2.4 23 0.660620 100000
2 50 200 2.4 24 0.648160 100000
2 50 200 2.4 25 0.637330 100000
2 50 200 2.4 26 0.621760 100000
2 50 200 2.4 27 0.609790 100000
2 50 200 2.4 28 0.598390 100000
2 50 200 2.4 29 0.586290 100000
2 50 200 2.4 30 0.572890 100000
2 50 200 2.4 31 0.563130 100000
2 50 200 2.4 32 0.553060 100000
2 50 200 2.4 33 0.543590 100000
2 50 200 2.4 34 0.531830 100000
2 50 200 2.4 35 0.522660 100000
2 50 200 2.4 36 0.511420 100000
2 50 200 2.4 37 0.502580 100000
2 50 200 2.4 38 0.491990 100000
2 50 200 2.4 39 0.481480 100000
2 50 200 2.4 40 0.472690 100000
2 50 200 2.4 41 0.464930 100000
2 50 200 2.4 42 0.458950 100000
2 50 200 2.4 43 0.445600 100000
2 50 200 2.4 44 0.439210 100000
2 50 200 2.4 45 0.432840 100000
2 50 200 2.4 46 0.426540 100000
2 50 200 2.4 47 0.418030 100000
2 50 200 2.4 48 0.412120 100000
2 50 200 2.4 49 0.399470 100000
2 50 200 2.4 50 0.390570 100000
2 50 200 2.4 51 0.386450 100000
2 50 200 2.4 52 0.378670 100000
2 50 200 2.4 53 0.375470 100000
2 50 200 2.4 54 0.368050 100000
2 50 200 2.4 55 0.360900 100000
2 50 200 2.4 56 0.354730 100000
2 50 200 2.4 57 0.349800 100000
2 50 200 2.4 58 0.344450 100000
2 50 200 2.4 59 0.340100 100000
2 50 200 2.4 60 0.332770 100000
2 50 200 2.4 61 0.328810 100000
2 50 200 2.4 62 0.323830 100000
2 50 200 2.4 63 0.320940 100000
2 50 200 2.4 64 0.313680 100000
2 50 200 2.4 65 0.309710 100000
2 50 200 2.4 66 0.306660 100000
2 50 200 2.4 67 0.299800 100000
2 50 200 2.4 68 0.296050 100000
2 50 200 2.4 69 0.292270 100000
2 50 200 2.4 70 0.286560 100000
2 50 200 2.4 71 0.285880 100000
2 50 200 2.4 72 0.280460 100000
2 50 200 2.4 73 0.277260 100000
2 50 200 2.4 74 0.275320 100000
2 50 200 2.4 75 0.266870 100000
2 50 200 2.4 76 0.262480 100000
2 50 200 2.4 77 0.261530 100000
2 50 200 2.4 78 0.257800 100000
2 50 200 2.4 79 0.254810 100000
2 50 200 2.4 80 0.251150 100000
2 50 200 2.4 81 0.248260 100000
2 50 200 2.4 82 0.245470 100000
2 50 200 2.4 83 0.240180 100000
2 50 200 2.4 84 0.239610 100000
2 50 200 2.4 85 0.236170 100000
2 50 200 2.4 86 0.235610 100000
2 50 200 2.4 87 0.232860 100000
2 50 200 2.4 88 0.230310 100000
2 50 200 2.4 89 0.229620 100000
2 50 200 2.4 90 0.226910 100000
2 50 200 2.4 91 0.220410 100000
2 50 200 2.4 92 0.221570 100000
2 50 200 2.4 93 0.216970 100000
2 50 200 2.4 94 0.215140 100000
2 50 200 2.4 95 0.213350 100000
2 50 200 2.4 96 0.210780 100000
2 50 200 2.4 97 0.207210 100000
2 50 200 2.4 98 0.202970 100000
2 50 200 2.4 99 0.203400 100000
2 50 200 2.4 100 0.203210 100000
2 50 200 2.4 101 0.200590 100000
2 50 200 2.4 102 0.200400 100000
2 50 200 2.4 103 0.195220 100000
2 50 200 2.4 104 0.192900 100000
2 50 200 2.4 105 0.190630 100000
2 50 200 2.4 106 0.188430 100000
2 50 200 2.4 107 0.188170 100000
2 50 200 2.4 108 0.184320 100000
2 50 200 2.4 109 0.186360 100000
2 50 200 2.4 110 0.184520 100000
2 50 200 2.4 111 0.182200 100000
2 50 200 2.4 112 0.181460 100000
2 50 200 2.4 113 0.179010 100000
2 50 200 2.4 114 0.177860 100000
2 50 200 2.4 115 0.173910 100000
2 50 200 2.4 116 0.173540 100000
2 50 200 2.4 117 0.172600 100000
2 50 200 2.4 118 0.170590 100000
2 50 200 2.4 119 0.168440 100000
2 50 200 2.4 120 0.168410 100000
2 50 200 2.4 121 0.166840 100000
2 50 200 2.4 122 0.166220 100000
2 50 200 2.4 123 0.164240 100000
2 50 200 2.4 124 0.162890 100000
2 50 200 2.4 125 0.161180 100000
2 50 200 2.4 126 0.162630 100000
2 50 200 2.4 127 0.157850 100000
2 50 200 2.4 128 0.156560 100000
2 50 200 2.4 129 0.155540 100000
2 50 200 2.4 130 0.155780 100000
2 50 200 2.4 131 0.155000 100000
2 50 200 2.4 132 0.155270 100000
2 50 200 2.4 133 0.149540 100000
2 50 200 2.4 134 0.150000 100000
2 50 200 2.4 135 0.147060 100000
2 50 200 2.4 136 0.148550 100000
2 50 200 2.4 137 0.147150 100000
2 50 200 2.4 138 0.146160 100000
2 50 200 2.4 139 0.147410 100000
2 50 200 2.4 140 0.146370 100000
2 50 200 2.4 141 0.143050 100000
2 50 200 2.4 142 0.140590 100000
2 50 200 2.4 143 0.139590 100000
2 50 200 2.4 144 0.140320 100000
2 50 200 2.4 145 0.137030 100000
2 50 200 2.4 146 0.138670 100000
2 50 200 2.4 147 0.139220 100000
2 50 200 2.4 148 0.136820 100000
2 50 200 2.4 149 0.135510 100000
2 50 200 2.4 150 0.134660 100000
2 50 200 2.4 151 0.135240 100000
2 50 200 2.4 152 0.131620 100000
2 50 200 2.4 153 0.130880 100000
2 50 200 2.4 154 0.129130 100000
2 50 200 2.4 155 0.132110 100000
2 50 200 2.4 156 0.130150 100000
2 50 200 2.4 157 0.128160 100000
2 50 200 2.4 158 0.127030 100000
2 50 200 2.4 159 0.126070 100000
2 50 200 2.4 160 0.126860 100000
2 50 200 2.4 161 0.125880 100000
2 50 200 2.4 162 0.125730 100000
2 50 200 2.4 163 0.123060 100000
2 50 200 2.4 164 0.122730 100000
2 50 200 2.4 165 0.123600 100000
2 50 200 2.4 166 0.118900 100000
2 50 200 2.4 167 0.120990 100000
2 50 200 2.4 168 0.119010 100000
2 50 200 2.4 169 0.119200 100000
2 50 200 2.4 170 0.118400 100000
2 50 200 2.4 171 0.117920 100000
2 50 200 2.4 172 0.115620 100000
2 50 200 2.4 173 0.117680 100000
2 50 200 2.4 174 0.115640 100000
2 50 200 2.4 175 0.113450 100000
2 50 200 2.4 176 0.113490 100000
2 50 200 2.4 177 0.112200 100000
2 50 200 2.4 178 0.112530 100000
2 50 200 2.4 179 0.114080 100000
2 50 200 2.4 180 0.110090 100000
2 50 200 2.5 0 1.000000 100000
2 50 200 2.5 1 0.991050 100000
2 50 200 2.5 2 0.973280 100000
2 50 200 2.5 3 0.958350 100000
2 50 200 2.5 4 0.943190 100000
2 50 200 2.5 5 0.925900 100000
2 50 200 2.5 6 0.909760 100000
2 50 200 2.5 7 0.894430 100000
2 50 200 2.5 8 0.876180 100000
2 50 200 2.5 9 0.863560 100000
2 50 200 2.5 10 0.846570 100000
2 50 200 2.5 11 0.833690 100000
2 50 200 2.5 12 0.817020 100000
2 50 200 2.5 13 0.803300 100000
2 50 200 2.5 14 0.790950 100000
2 50 200 2.5 15 0.772180 100000
2 50 200 2.5 16 0.761000 100000
2 50 200 2.5 17 0.745260 100000
2 50 200 2.5 18 0.733130 100000
2 50 200 2.5 19 0.719550 100000
2 50 200 2.5 20 0.704530 100000
2 50 200 2.5 21 0.693490 100000
2 50 200 2.5 22 0.682690 100000
2 50 200 2.5 23 0.666780 100000
2 50 200 2.5 24 0.656720 100000
2 50 200 2.5 25 0.641990 100000
2 50 200 2.5 26 0.628440 100000
2 50 200 2.5 27 0.618510 100000
2 50 200 2.5 28 0.604820 100000
2 50 200 2.5 29 0.593630 100000
2 50 200 2.5 30 0.582780 100000
2 50 200 2.5 31 0.571740 100000
2 50 200 2.5 32 0.561560 100000
2 50 200 2.5 33 0.550900 100000
2 50 200 2.5 34 0.538750 100000
2 50 200 2.5 35 0.530930 100000
2 50 200 2.5 36 0.517010 100000
2 50 200 2.5 37 0.509110 100000
2 50 200 2.5 38 0.501290 100000
2 50 200 2.5 39 0.490300 100000
2 50 200 2.5 40 0.480140 100000
2 50 200 2.5 41 0.473370 100000
2 50 200 2.5 42 0.465060 100000
2 50 200 2.5 43 0.456350 100000
2 50 200 2.5 44 0.445850 100000
2 50 200 2.5 45 0.440450 100000
2 50 200 2.5 46 0.431370 100000
2 50 200 2.5 47 0.421470 100000
2 50 200 2.5 48 0.419220 100000
2 50 200 2.5 49 0.409460 100000
2 50 200 2.5 50 0.400390 100000
2 50 200 2.5 51 0.393780 100000
2 50 200 2.5 52 0.388310 100000
2 50 200 2.5 53 0.384350 100000
2 50 200 2.5 54 0.376100 100000
2 50 200 2.5 55 0.368920 100000
2 50 200 2.5 56 0.364330 100000
2 50 200 2.5 57 0.361960 100000
2 50 200 2.5 58 0.354470 100000
2 50 200 2.5 59 0.345030 100000
2 50 200 2.5 60 0.338040 100000
2 50 200 2.5 61 0.336580 100000
2 50 200 2.5 62 0.329200 100000
2 50 200 2.5 63 0.325950 100000
2 50 200 2.5 64 0.320790 100000
2 50 200 2.5 65 0.317000 100000
2 50 200 2.5 66 0.310150 100000
2 50 200 2.5 67 0.306460 100000
2 50 200 2.5 68 0.304170 100000
2 50 200 2.5 69 0.296620 100000
2 50 200 2.5 70 0.293200 100000
2 50 200 2.5 71 0.290790 100000
2 50 200 2.5 72 0.286270 100000
2 50 200 2.5 73 0.280760 100000
2 50 200 2.5 74 0.277900 100000
2 50 200 2.5 75 0.274790 100000
2 50 200 2.5 76 0.267430 100000
2 50 200 2.5 77 0.268310 100000
2 50 200 2.5 78 0.262850 100000
2 50 200 2.5 79 0.260760 100000
2 50 200 2.5 80 0.256970 100000
2 50 200 2.5 81 0.253480 100000
2 50 200 2.5 82 0.249920 100000
2 50 200 2.5 83 0.249030 100000
2 50 200 2.5 84 0.245460 100000
2 50 200 2.5 85 0.244580 100000
2 50 200 2.5 86 0.240950 100000
2 50 200 2.5 87 0.236570 100000
2 50 200 2.5 88 0.233110 100000
2 50 200 2.5 89 0.231940 100000
2 50 200 2.5 90 0.230220 100000
2 50 200 2.5 91 0.227420 100000
2 50 200 2.5 92 0.224870 100000
2 50 200 2.5 93 0.222170 100000
2 50 200 2.5 94 0.220120 100000
2 50 200 2.5 95 0.216320 100000
2 50 200 2.5 96 0.213510 100000
2 50 200 2.5 97 0.213780 100000
2 50 200 2.5 98 0.212520 100000
2 50 200 2.5 99 0.211410 100000
2 50 200 2.5 100 0.204820 100000
2 50 200 2.5 101 0.204720 100000
2 50 200 2.5 102 0.200890 100000
2 50 200 2.5 103 0.199740 100000
2 50 200 2.5 104 0.199360 100000
2 50 200 2.5 105 0.194170 100000
2 50 200 2.5 106 0.191740 100000
2 50 200 2.5 107 0.192330 100000
2 50 200 2.5 108 0.191460 100000
2 50 200 2.5 109 0.188170 100000
2 50 200 2.5 110 0.187260 100000
2 50 200 2.5 111 0.188570 100000
2 50 200 2.5 112 0.181360 100000
2 50 200 2.5 113 0.184620 100000
2 50 200 2.5 114 0.181610 100000
